X,Y,Z,Label
7,11,-1,smooth
7,-2,-6,smooth
9,-8,-5,smooth
14,-1,-6,smooth
10,-2,-6,smooth
11,-3,-6,smooth
12,-5,-6,smooth
14,-5,-6,smooth
15,-5,-8,smooth
18,-3,-9,smooth
20,1,-9,smooth
15,-9,-9,smooth
9,-11,-10,smooth
13,0,-10,smooth
21,-3,-10,smooth
19,-6,-8,smooth
13,-11,-7,smooth
7,-12,-9,smooth
13,-5,-8,smooth
13,-1,-8,smooth
6,-7,-7,smooth
15,0,-7,smooth
2,-4,-8,smooth
5,-1,-7,smooth
22,5,-6,smooth
10,0,-6,smooth
9,-7,-6,smooth
13,0,-6,smooth
7,-9,-5,smooth
7,0,-6,smooth
8,-3,-5,smooth
8,-6,-4,smooth
13,-8,-5,smooth
27,0,-7,smooth
20,4,-4,smooth
11,2,-3,smooth
5,-3,-3,pothole
17,4,-3,pothole
12,2,-1,pothole
6,-6,-1,smooth
-4,-7,-1,smooth
8,-6,1,smooth
13,5,-1,smooth
3,6,-1,smooth
3,-4,1,smooth
7,-2,-1,smooth
7,0,-1,smooth
0,-3,0,smooth
20,5,-1,smooth
3,8,0,smooth
13,-2,-1,pothole
24,-1,0,pothole
9,-7,-1,pothole
5,5,-1,pothole
14,-1,1,pothole
6,-4,-1,pothole
23,5,-1,pothole
12,2,2,pothole
-2,5,-1,pothole
-2,0,0,smooth
7,0,-2,smooth
10,6,-1,smooth
14,-2,1,smooth
19,-12,2,smooth
11,-8,0,pothole
8,8,-1,pothole
6,2,-1,pothole
12,-2,1,pothole
7,-7,0,pothole
16,5,0,pothole
14,5,0,pothole
14,5,1,pothole
4,-12,1,pothole
6,-9,1,pothole
10,1,-2,pothole
15,2,-1,pothole
6,-2,0,pothole
8,2,-1,pothole
12,5,2,pothole
2,-3,-2,pothole
4,-3,1,pothole
4,-8,-1,smooth
10,-3,0,smooth
6,2,-1,smooth
11,3,-1,pothole
6,-8,1,pothole
4,5,-1,pothole
13,-5,1,pothole
14,3,1,pothole
6,-3,1,pothole
1,2,1,pothole
1,1,1,smooth
7,1,2,smooth
10,-3,1,smooth
4,0,1,smooth
8,1,0,smooth
-1,-5,0,smooth
3,2,1,smooth
5,-4,1,smooth
13,-3,2,smooth
5,0,-1,smooth
13,4,0,smooth
17,-3,1,smooth
15,0,0,smooth
10,-1,0,smooth
10,2,-1,smooth
11,-3,-1,smooth
20,7,-1,smooth
7,-1,-2,smooth
9,3,-1,smooth
4,11,-2,smooth
18,3,-2,smooth
9,3,0,smooth
15,-7,0,smooth
5,-7,-2,pothole
-2,-1,-3,smooth
3,7,-4,smooth
19,4,-2,smooth
5,-1,-1,smooth
12,-2,-1,smooth
2,-6,-2,smooth
14,-4,-1,smooth
0,-10,-1,smooth
3,-3,-3,smooth
9,12,-2,smooth
11,1,0,smooth
12,-5,0,smooth
13,-4,-1,smooth
3,4,-1,smooth
8,6,0,smooth
17,-9,1,smooth
5,-3,0,smooth
13,5,-2,smooth
11,2,0,smooth
-1,-1,0,smooth
15,-6,1,smooth
12,-3,0,smooth
9,5,-3,smooth
11,-3,0,smooth
8,-2,1,smooth
6,-6,0,smooth
15,0,-2,smooth
13,-2,-2,smooth
4,3,0,smooth
8,-14,0,smooth
9,-6,-1,pothole
7,1,-2,pothole
18,7,-2,pothole
11,-4,0,pothole
15,-11,1,pothole
8,0,-1,pothole
11,3,-2,pothole
8,-4,-1,pothole
12,-5,-1,smooth
6,3,-3,smooth
6,-2,-2,smooth
3,-2,-2,smooth
12,-1,-2,smooth
6,0,-2,smooth
2,-8,-2,smooth
-1,0,-2,smooth
9,-6,-3,smooth
8,-2,-3,smooth
6,2,-3,smooth
11,-4,-2,smooth
11,-3,-3,smooth
8,0,-2,smooth
13,0,-2,smooth
1,-1,-2,smooth
5,0,-3,smooth
18,-5,-1,smooth
15,-2,-2,smooth
9,0,-2,smooth
20,1,-3,smooth
14,1,-1,smooth
15,-3,-1,smooth
9,1,-2,smooth
8,0,-2,smooth
7,7,-3,smooth
13,3,-2,smooth
1,5,-3,smooth
-1,2,-2,smooth
1,-2,-2,smooth
1,-4,-2,smooth
-3,-2,-1,smooth
-2,5,-2,smooth
9,0,-1,smooth
8,3,-1,smooth
19,2,-1,smooth
13,8,-2,smooth
-7,6,0,smooth
4,-4,2,smooth
9,-4,1,pothole
13,0,-2,pothole
7,3,2,pothole
5,8,-1,smooth
13,-5,2,smooth
13,-5,3,pothole
7,8,-2,pothole
8,11,1,pothole
11,10,0,pothole
11,-1,2,pothole
8,-5,6,pothole
13,-6,4,pothole
11,-1,1,pothole
13,7,1,pothole
1,-4,2,smooth
20,1,3,smooth
15,4,2,smooth
9,8,2,smooth
12,2,0,smooth
14,-10,4,smooth
8,-12,4,smooth
13,-4,0,smooth
10,5,-1,smooth
2,3,0,smooth
13,-8,3,smooth
4,-5,1,smooth
14,-2,-1,smooth
1,2,-1,smooth
13,4,0,smooth
7,-10,0,smooth
7,-7,-2,smooth
14,1,-3,smooth
25,3,-1,smooth
4,-1,-2,smooth
2,-4,-2,smooth
6,3,-2,smooth
24,3,0,smooth
22,-8,0,smooth
10,-2,-2,smooth
6,8,-2,smooth
4,3,0,smooth
15,-2,1,smooth
11,-4,0,smooth
23,1,0,smooth
-2,-5,-1,smooth
10,-1,0,smooth
9,-3,0,smooth
12,4,-1,smooth
9,3,-1,smooth
13,6,-1,smooth
7,-10,-1,smooth
11,-1,-1,smooth
14,2,-1,smooth
8,-4,-1,smooth
11,-4,-2,smooth
9,0,-2,smooth
5,-3,-2,smooth
23,-3,0,smooth
31,-6,0,smooth
-3,-1,-4,smooth
6,-4,-3,smooth
8,3,-1,smooth
9,4,-1,smooth
1,13,-4,smooth
14,7,1,pothole
11,-4,1,pothole
10,-5,1,pothole
19,-4,1,pothole
25,-4,1,pothole
5,-3,0,smooth
-4,0,0,smooth
2,7,-1,smooth
-1,15,0,smooth
3,3,1,smooth
7,-10,1,pothole
0,-3,0,pothole
6,-2,-1,pothole
13,2,0,pothole
13,8,-2,pothole
11,5,0,pothole
8,5,1,pothole
19,3,1,pothole
12,-5,0,pothole
14,0,0,smooth
6,3,-1,smooth
6,-10,0,pothole
3,0,1,smooth
6,-4,-1,smooth
13,3,-1,smooth
-1,3,-3,smooth
19,3,0,smooth
12,-4,3,smooth
12,-6,3,smooth
16,-2,2,smooth
11,-1,3,smooth
12,1,0,smooth
16,-2,1,smooth
17,1,0,smooth
7,-3,1,smooth
7,1,2,smooth
13,-9,0,smooth
2,-5,1,smooth
8,2,-1,smooth
12,2,0,smooth
16,1,1,smooth
10,-5,1,smooth
2,-2,0,smooth
6,2,-1,smooth
7,-5,-1,smooth
12,-5,1,smooth
3,-13,0,smooth
-1,-4,-1,smooth
-5,0,-4,smooth
9,11,-3,smooth
12,2,-1,smooth
12,-5,-1,pothole
4,-19,-3,pothole
7,-9,-4,pothole
7,7,-8,pothole
17,8,-7,pothole
9,-3,-3,pothole
-2,-18,-2,pothole
-2,-4,-5,pothole
5,9,-7,pothole
-2,5,-4,pothole
2,-2,-3,pothole
3,-9,-2,pothole
2,-5,-2,smooth
10,-3,-2,smooth
5,-2,-1,smooth
5,-1,-2,smooth
2,0,-1,smooth
5,0,-1,smooth
3,-2,-1,smooth
9,-2,0,smooth
5,4,-2,smooth
15,0,-3,smooth
8,3,0,smooth
9,-7,-1,smooth
6,0,-1,smooth
10,-3,0,smooth
-1,1,-2,smooth
6,-1,-1,smooth
8,2,0,smooth
3,-4,-1,smooth
19,9,-8,smooth
20,-2,-1,smooth
14,-2,0,smooth
19,1,-1,smooth
9,-1,-1,smooth
18,0,-1,smooth
10,2,-1,smooth
9,-1,0,smooth
18,0,0,smooth
15,-5,-1,smooth
10,1,2,smooth
1,2,-1,smooth
12,-1,-1,smooth
16,7,0,smooth
3,1,0,smooth
13,-7,1,smooth
13,-6,1,smooth
14,-1,1,smooth
11,0,0,smooth
7,0,0,smooth
12,-7,0,smooth
10,-1,0,smooth
15,5,-2,smooth
19,7,-1,smooth
5,1,0,smooth
14,-3,1,smooth
13,-4,0,smooth
10,2,1,smooth
13,-4,0,smooth
