X,Y,Z,Label
5,9,14,smooth
11,-1,-1,smooth
15,-1,-1,smooth
6,-2,-1,smooth
11,-3,-1,smooth
11,-1,-1,smooth
9,-2,-1,smooth
10,-1,-1,smooth
8,-2,-1,smooth
9,-1,-1,smooth
13,-2,0,smooth
10,-4,-1,smooth
6,-1,-1,smooth
8,1,-1,smooth
13,-3,0,smooth
14,-5,-1,smooth
8,-3,-1,smooth
8,1,0,smooth
11,-4,0,smooth
11,-2,-1,smooth
22,0,0,smooth
23,3,-1,smooth
11,0,-1,smooth
6,-1,-1,smooth
21,-1,0,smooth
21,1,1,smooth
17,-1,1,smooth
17,0,1,smooth
29,4,2,smooth
22,-1,3,pothole
7,-16,0,pothole
27,-7,1,pothole
18,3,1,pothole
25,-5,1,smooth
15,-11,0,smooth
2,0,-1,smooth
6,9,-4,smooth
9,9,-3,smooth
3,-3,0,smooth
-1,1,0,smooth
4,7,-4,smooth
5,2,-1,smooth
7,-7,1,smooth
8,-16,0,smooth
11,-3,-1,smooth
7,0,-2,pothole
4,-3,-2,pothole
2,-2,-1,pothole
9,2,-2,pothole
10,11,-2,smooth
13,5,0,smooth
18,0,0,smooth
7,-6,0,smooth
8,-1,1,smooth
11,-1,0,smooth
10,-3,0,smooth
12,-6,1,smooth
13,-2,1,smooth
12,-1,1,smooth
13,0,1,smooth
6,8,0,smooth
1,8,0,smooth
14,3,1,smooth
9,-1,2,smooth
7,0,2,smooth
14,-1,1,smooth
5,2,1,smooth
10,4,0,smooth
11,0,1,smooth
11,-2,1,smooth
6,-4,2,smooth
11,-1,1,smooth
2,2,0,smooth
13,8,-1,smooth
10,1,1,smooth
16,-1,4,smooth
16,-13,0,smooth
16,-16,1,smooth
10,-1,-3,smooth
11,11,-5,smooth
13,11,-1,smooth
8,2,0,smooth
6,-5,-1,smooth
13,-2,-2,smooth
6,1,-1,smooth
0,-6,-1,smooth
13,-15,-2,pothole
12,-6,0,pothole
4,-1,-4,pothole
5,-2,-2,pothole
10,15,-4,pothole
-5,-1,-2,pothole
9,-4,1,pothole
10,-7,-1,smooth
9,-8,-1,smooth
1,-5,-2,smooth
2,-4,-2,smooth
3,2,-2,smooth
5,8,-3,smooth
8,5,-1,smooth
15,4,-1,smooth
5,-1,-1,smooth
5,0,0,smooth
17,-6,1,smooth
10,-10,1,smooth
15,-6,-1,smooth
11,-2,-1,smooth
11,1,0,smooth
0,-3,-1,smooth
11,0,-2,smooth
8,5,-2,smooth
4,2,-2,smooth
8,4,-1,smooth
13,5,1,smooth
4,-2,0,smooth
9,-5,0,pothole
1,-12,1,pothole
4,1,0,pothole
11,2,-2,smooth
13,-3,0,smooth
1,-5,0,smooth
1,-6,0,smooth
16,-2,1,smooth
10,4,-2,smooth
1,1,0,smooth
6,4,-1,pothole
