X,Y,Z,Label
3,-2,-1,smooth
10,-1,-1,smooth
6,1,-2,smooth
3,4,-1,smooth
5,3,-1,smooth
10,1,0,smooth
13,-1,0,smooth
14,-2,0,smooth
14,-3,-1,smooth
10,-2,-1,smooth
4,3,-1,smooth
7,2,0,smooth
10,1,0,smooth
12,0,0,smooth
15,-2,0,smooth
15,-2,0,smooth
13,-3,-1,smooth
12,-2,-1,smooth
6,0,-2,smooth
7,2,0,smooth
12,0,0,smooth
16,-3,0,smooth
12,-2,-1,smooth
5,1,-2,smooth
3,3,-1,smooth
8,2,0,smooth
14,-3,0,smooth
13,-3,-1,smooth
3,3,-1,smooth
8,2,0,smooth
15,-2,0,smooth
12,-3,-1,smooth
4,2,-2,smooth
13,0,0,smooth
14,0,0,smooth
17,3,-1,smooth
11,2,-1,smooth
19,1,0,smooth
17,2,-1,smooth
17,2,-1,smooth
16,2,-1,smooth
22,7,-1,smooth
20,4,0,smooth
23,11,0,smooth
-1,-5,-2,smooth
13,-1,0,smooth
19,9,-2,smooth
13,-7,0,smooth
3,2,-2,smooth
8,-1,-2,smooth
9,2,-1,smooth
17,3,-1,smooth
16,4,0,smooth
22,5,-1,smooth
8,1,0,smooth
10,6,-1,smooth
7,1,-1,smooth
13,0,0,smooth
11,-1,0,smooth
12,3,2,smooth
5,-2,0,smooth
3,7,0,smooth
7,0,-1,smooth
4,2,-1,smooth
10,-1,0,smooth
15,-1,0,smooth
1,7,-1,smooth
-4,5,-1,smooth
7,-2,0,smooth
4,-3,0,smooth
4,-6,0,smooth
9,-4,0,smooth
3,1,-1,smooth
5,1,-2,smooth
10,-2,-1,smooth
6,0,-1,smooth
3,-2,-1,smooth
3,2,-1,smooth
7,2,-2,smooth
4,2,0,smooth
14,0,0,smooth
12,4,0,smooth
5,-1,-2,smooth
11,6,-1,smooth
20,7,-2,smooth
3,4,-1,smooth
8,4,-1,smooth
4,2,-1,smooth
7,3,0,smooth
19,1,0,smooth
14,1,0,smooth
15,0,2,smooth
15,-7,1,smooth
8,3,-1,smooth
7,9,-1,smooth
13,7,0,pothole
19,2,1,smooth
10,5,2,smooth
3,-5,1,smooth
14,-15,3,smooth
25,-1,1,smooth
21,2,-1,smooth
10,11,0,smooth
22,7,0,smooth
13,2,1,smooth
18,1,0,pothole
7,4,0,pothole
6,-3,0,smooth
-7,-3,-1,smooth
4,11,0,smooth
5,4,-1,smooth
8,0,0,smooth
10,-10,0,smooth
7,-2,0,smooth
-2,4,-2,smooth
-2,10,-1,smooth
14,1,0,smooth
0,6,-1,smooth
2,2,-1,smooth
5,5,-2,pothole
11,2,-1,pothole
7,4,1,pothole
4,6,-2,pothole
19,-1,-1,smooth
11,3,-1,smooth
13,-14,0,smooth
14,-6,-2,smooth
6,-2,-3,smooth
14,8,-2,smooth
-7,-2,-3,smooth
13,3,-2,smooth
10,7,-3,smooth
12,-2,-1,pothole
22,-1,-1,pothole
8,4,-5,pothole
5,14,-3,smooth
23,-1,-1,smooth
10,3,-2,smooth
23,1,0,smooth
4,-7,-2,smooth
1,-4,0,smooth
-5,0,-3,smooth
10,-8,-1,smooth
26,3,0,smooth
4,9,-2,pothole
15,3,-1,pothole
14,-8,0,pothole
14,-14,-3,pothole
13,5,-4,pothole
15,-5,-3,pothole
8,5,-3,pothole
10,1,-2,pothole
-10,7,-4,pothole
-4,-2,-4,pothole
7,0,-1,pothole
22,-1,-1,pothole
14,2,1,pothole
20,-3,2,pothole
5,-7,1,pothole
19,1,1,pothole
19,-9,2,pothole
11,5,-1,pothole
7,12,-2,pothole
16,10,1,pothole
16,-6,5,pothole
7,-5,2,pothole
2,-3,1,pothole
4,2,0,pothole
6,3,0,pothole
7,2,2,pothole
0,3,2,pothole
5,12,0,pothole
4,14,0,pothole
19,-1,1,pothole
9,-2,4,pothole
3,-1,2,pothole
16,1,1,pothole
20,5,2,pothole
8,7,1,pothole
13,-7,3,pothole
15,0,2,pothole
7,9,0,pothole
15,5,2,pothole
17,-4,1,pothole
11,-2,1,pothole
15,1,2,smooth
4,-13,0,smooth
9,-5,0,smooth
17,0,-2,smooth
3,2,-1,smooth
4,4,-1,smooth
6,2,-2,smooth
9,-2,-1,smooth
10,-6,-1,smooth
8,-8,1,smooth
18,-4,-1,smooth
10,-5,-1,smooth
10,0,0,smooth
17,8,-2,smooth
15,-2,-1,smooth
6,-4,0,smooth
9,1,-3,smooth
0,-6,-3,smooth
-16,3,-3,smooth
10,-4,-1,smooth
8,-4,-1,smooth
-1,10,-3,smooth
19,6,-1,smooth
9,1,-1,smooth
5,-2,-1,smooth
11,-6,-1,pothole
16,9,-2,pothole
11,3,-1,pothole
17,1,0,pothole
1,1,-2,smooth
17,-5,1,smooth
19,-6,0,smooth
12,-6,1,smooth
6,0,0,smooth
13,3,-1,smooth
27,1,-1,smooth
19,3,1,smooth
11,14,-2,smooth
19,0,0,smooth
21,2,0,smooth
25,-2,-1,smooth
16,3,1,smooth
-1,-1,-1,smooth
13,11,0,smooth
24,1,-1,smooth
7,2,0,smooth
2,2,0,smooth
11,3,-1,smooth
15,-1,0,smooth
14,-4,-1,smooth
-3,0,-3,smooth
-4,-9,-3,smooth
9,3,-1,smooth
2,7,-3,smooth
15,7,-1,smooth
16,5,-1,smooth
17,3,-1,smooth
17,-8,0,smooth
24,5,-1,smooth
-7,5,-3,smooth
3,0,-3,smooth
6,0,-2,smooth
17,-4,-1,smooth
-1,5,-3,smooth
15,8,-1,smooth
5,4,-1,smooth
15,3,2,smooth
16,2,0,smooth
5,11,-1,smooth
2,-2,1,smooth
2,0,-1,smooth
1,17,0,smooth
14,-1,2,smooth
13,-4,2,smooth
0,1,2,smooth
15,1,1,smooth
19,7,3,smooth
3,7,1,smooth
2,14,1,smooth
-3,9,-1,smooth
12,6,1,smooth
8,-10,2,smooth
2,-9,1,smooth
4,-7,1,smooth
-3,4,1,smooth
3,-4,1,smooth
24,12,0,smooth
23,5,0,smooth
7,1,-1,smooth
14,1,0,smooth
0,7,1,smooth
16,-8,1,smooth
2,6,0,smooth
13,8,1,smooth
-3,6,0,smooth
2,-5,1,smooth
7,1,2,smooth
4,4,0,smooth
2,1,1,smooth
2,-3,1,smooth
7,-4,1,smooth
-7,2,0,smooth
-2,5,0,smooth
18,-1,1,smooth
12,3,0,smooth
4,-7,2,smooth
11,-5,0,smooth
11,-7,1,smooth
10,-3,1,smooth
15,-2,-1,smooth
