X,Y,Z,Label
12,14,29,smooth
12,0,-3,smooth
8,-5,-3,smooth
12,-10,-3,smooth
4,-2,-3,smooth
8,1,-3,smooth
7,0,-2,smooth
7,-3,-2,smooth
16,5,-3,smooth
10,-3,-2,smooth
9,3,-2,smooth
13,1,-2,smooth
12,5,-3,smooth
4,-10,-2,smooth
-3,2,-5,smooth
21,-5,-3,smooth
14,-9,-3,smooth
23,7,-3,smooth
19,-3,-5,smooth
4,2,-4,smooth
21,-3,-2,smooth
4,-6,-5,smooth
-3,0,-3,smooth
5,5,-2,smooth
5,2,-1,smooth
11,-1,1,smooth
5,0,0,smooth
18,4,0,smooth
5,-2,0,smooth
11,-4,1,smooth
-3,-2,1,smooth
11,8,0,smooth
14,0,3,smooth
7,2,1,smooth
14,9,0,smooth
-2,6,-1,smooth
14,-4,2,smooth
7,0,-2,smooth
5,3,0,smooth
6,2,1,smooth
10,-7,2,smooth
19,-4,2,smooth
9,8,-2,smooth
13,7,2,smooth
1,-2,1,smooth
20,2,-1,smooth
-5,8,-3,smooth
5,3,0,smooth
16,0,1,smooth
17,3,0,smooth
8,1,-1,smooth
13,1,-2,smooth
7,-3,1,smooth
21,1,0,smooth
1,1,0,smooth
10,-10,1,smooth
14,2,1,smooth
5,13,0,smooth
27,3,2,smooth
11,-3,2,smooth
4,-1,1,smooth
16,-4,1,smooth
-11,-2,0,smooth
9,5,3,smooth
0,7,3,smooth
16,3,3,smooth
6,-14,-1,smooth
-9,3,-2,smooth
22,14,-1,smooth
16,-2,0,smooth
16,2,0,smooth
2,-16,0,pothole
8,-12,0,pothole
-6,-3,-4,pothole
12,6,-5,pothole
17,18,-4,pothole
5,2,-2,pothole
2,-3,-1,pothole
16,-12,0,smooth
10,-5,-3,smooth
3,0,-1,smooth
-13,5,-3,smooth
7,-7,-3,smooth
2,-3,-3,smooth
-4,2,-5,smooth
-1,6,-4,smooth
6,-1,-3,smooth
1,-2,-4,smooth
10,7,-3,smooth
20,-11,-4,pothole
7,2,-6,pothole
4,-4,-5,pothole
-8,3,-6,pothole
-1,1,-5,pothole
9,0,-4,smooth
-1,-9,-5,smooth
4,-4,-5,smooth
3,6,-4,smooth
11,10,-5,smooth
8,-11,0,smooth
-9,0,-2,smooth
-14,-2,-1,smooth
10,13,-1,smooth
24,-3,1,smooth
11,-2,1,smooth
12,-2,2,smooth
15,3,1,smooth
8,3,1,smooth
15,4,1,smooth
19,8,1,smooth
-4,3,2,smooth
15,2,3,smooth
14,0,2,smooth
9,3,2,smooth
1,0,3,smooth
12,2,2,smooth
6,4,1,smooth
15,8,1,smooth
6,4,2,smooth
2,-6,2,smooth
8,-11,0,smooth
6,2,-1,smooth
20,1,0,smooth
0,4,-1,smooth
8,3,0,smooth
10,-4,-1,smooth
18,-3,-1,smooth
5,6,-2,smooth
-5,-1,-2,smooth
1,-1,1,smooth
7,0,-3,smooth
17,9,-3,smooth
2,15,-2,smooth
5,1,0,smooth
18,-6,1,smooth
14,-13,0,pothole
6,10,-3,pothole
14,7,-1,pothole
10,5,-2,pothole
6,-4,0,pothole
16,-5,1,pothole
14,-2,0,smooth
14,3,-1,smooth
-4,9,-1,smooth
2,8,0,smooth
5,-13,0,smooth
9,0,0,smooth
21,-1,-1,smooth
14,2,-1,smooth
8,-2,-1,smooth
3,-6,0,smooth
6,-9,1,smooth
7,-10,2,smooth
7,-4,1,smooth
24,-6,3,smooth
16,6,1,smooth
19,1,0,smooth
22,10,1,smooth
7,-1,1,smooth
15,0,1,smooth
7,0,1,smooth
-3,-7,2,smooth
13,11,0,smooth
-6,7,-1,smooth
-5,0,0,smooth
4,-3,0,smooth
9,2,0,smooth
3,-3,1,smooth
18,5,-1,smooth
5,1,-1,smooth
22,6,1,smooth
6,4,0,smooth
10,-3,0,smooth
10,6,0,smooth
-5,-4,-3,smooth
19,1,0,smooth
15,-4,0,smooth
14,-2,-1,smooth
7,0,-1,smooth
12,-1,-2,smooth
20,5,-1,smooth
12,-7,0,smooth
8,-6,-1,smooth
10,-5,0,pothole
4,0,-2,pothole
8,-1,-1,pothole
7,8,-2,smooth
5,-7,1,smooth
14,0,1,smooth
12,10,-2,smooth
16,-4,-1,smooth
20,10,-1,smooth
14,4,1,smooth
7,-14,0,smooth
6,-2,-1,smooth
0,3,-1,smooth
18,10,1,smooth
16,-9,1,smooth
17,-17,1,smooth
0,-11,-3,smooth
3,1,-3,smooth
9,9,-3,pothole
7,8,-2,pothole
12,-10,0,pothole
17,-12,-1,pothole
10,-3,-3,pothole
13,9,-3,pothole
19,5,-2,smooth
10,8,-3,smooth
13,-4,-2,smooth
-2,-4,-2,smooth
7,-7,-2,smooth
8,-2,-4,smooth
4,8,-3,smooth
9,2,-4,smooth
2,1,-4,smooth
24,-6,-1,smooth
10,-6,-2,smooth
14,4,-3,smooth
15,0,-5,smooth
10,4,-4,smooth
17,-5,-2,smooth
12,1,-3,smooth
9,-3,-3,smooth
11,-5,-3,smooth
4,2,-3,smooth
27,9,-3,pothole
15,4,-3,pothole
3,3,-1,pothole
17,10,-1,pothole
14,-4,0,pothole
11,2,0,pothole
15,2,-2,smooth
15,4,-1,smooth
9,5,-1,smooth
11,-2,0,smooth
4,-6,0,smooth
0,-6,0,smooth
10,1,0,smooth
13,-3,0,smooth
31,5,0,smooth
1,5,-1,smooth
18,-2,0,smooth
8,-5,0,smooth
17,-6,0,smooth
14,-5,1,smooth
25,-5,2,smooth
4,-7,-2,smooth
16,5,-1,smooth
12,-8,1,smooth
11,2,1,smooth
1,-2,-1,smooth
5,4,1,smooth
4,2,-1,smooth
12,-1,0,smooth
2,-1,0,smooth
6,-6,1,smooth
11,-2,0,smooth
20,-1,2,smooth
15,3,1,smooth
5,0,-1,smooth
2,5,-1,smooth
15,-1,1,smooth
3,-2,1,smooth
12,-7,1,smooth
15,-5,2,smooth
17,-5,0,smooth
3,-2,-1,smooth
12,2,-2,smooth
26,3,-1,smooth
21,-7,2,smooth
7,-13,1,smooth
12,-8,0,smooth
4,-8,0,smooth
5,4,-1,smooth
8,8,-2,smooth
9,-9,0,smooth
11,5,-1,smooth
11,1,0,smooth
-1,2,0,smooth
3,-3,0,smooth
1,9,-2,smooth
8,-2,2,smooth
10,0,-1,smooth
18,-2,0,smooth
16,-6,2,smooth
-3,2,-1,smooth
11,8,-1,smooth
11,-3,0,smooth
11,-3,2,smooth
4,1,-2,smooth
5,-10,2,smooth
-1,1,-1,smooth
5,7,-1,smooth
7,2,0,smooth
5,4,0,smooth
11,-1,-1,smooth
14,-3,0,smooth
4,-2,-2,smooth
13,6,-1,smooth
12,5,-3,smooth
7,4,-2,smooth
4,7,-3,smooth
7,-2,0,smooth
10,-4,-1,smooth
0,-11,-1,smooth
4,-5,-1,smooth
-5,3,-2,smooth
14,2,-1,smooth
13,-7,-1,smooth
8,-12,-1,smooth
14,-3,-2,smooth
5,8,0,smooth
17,-10,1,smooth
16,2,-1,smooth
4,-11,-1,pothole
1,10,-3,pothole
0,14,-1,pothole
6,2,-1,pothole
-5,-7,0,pothole
4,-5,-2,pothole
17,4,-1,smooth
12,1,-2,smooth
-3,9,-2,smooth
24,0,-1,smooth
18,7,-2,smooth
4,-10,-1,smooth
-5,-9,0,smooth
1,-7,-2,smooth
8,4,-2,smooth
-6,-1,-2,smooth
25,-3,2,smooth
14,-10,0,smooth
21,3,-1,pothole
15,-3,-3,pothole
0,12,-5,smooth
-3,3,-2,smooth
2,-1,0,smooth
16,-11,0,smooth
4,-4,-2,smooth
14,4,-2,smooth
1,15,-2,smooth
18,-3,2,smooth
17,-11,1,pothole
5,-9,-1,pothole
19,-6,-2,pothole
20,4,0,pothole
2,-1,-2,pothole
20,-14,2,pothole
12,-13,0,pothole
-2,3,-3,pothole
-2,17,0,smooth
4,2,-1,smooth
-10,3,2,smooth
11,-8,2,smooth
7,-8,0,smooth
7,10,2,smooth
-2,4,0,smooth
16,1,0,smooth
4,11,1,smooth
-6,-8,2,smooth
9,-7,3,smooth
12,9,-1,smooth
8,5,0,smooth
-3,-3,0,pothole
-7,10,-1,pothole
4,9,0,pothole
1,-6,2,pothole
12,-9,2,smooth
6,0,-2,smooth
9,-3,0,smooth
18,-4,0,smooth
15,5,-2,smooth
17,7,-3,smooth
17,9,-2,smooth
11,5,0,smooth
8,-8,1,smooth
12,-11,0,smooth
6,-12,0,smooth
4,-5,0,smooth
2,9,-3,smooth
10,19,-2,smooth
23,17,0,smooth
18,2,2,smooth
7,-4,-1,smooth
17,-10,-1,smooth
13,14,-3,smooth
23,13,-4,pothole
14,9,-7,pothole
18,-9,-5,pothole
13,-11,-5,pothole
2,8,-6,pothole
17,-5,-2,pothole
22,3,-1,pothole
-2,-9,-6,smooth
4,6,-4,smooth
4,2,-1,smooth
1,6,0,smooth
-14,2,0,smooth
8,-12,3,smooth
15,-6,2,smooth
16,6,3,smooth
3,14,1,smooth
2,16,3,smooth
2,8,4,pothole
11,9,3,pothole
4,5,3,pothole
18,12,5,pothole
8,-5,3,pothole
8,4,4,pothole
14,-5,2,pothole
9,-1,0,pothole
7,12,-1,pothole
12,12,-1,pothole
14,8,1,pothole
20,-3,0,pothole
15,-21,2,pothole
12,-21,-2,pothole
5,5,-9,pothole
-6,11,-9,pothole
11,5,-5,pothole
-1,-1,-4,pothole
5,-11,-2,pothole
-3,-21,-2,smooth
3,-5,-4,smooth
6,1,-2,pothole
8,1,-2,pothole
16,3,-2,pothole
-1,5,-1,pothole
22,4,3,pothole
7,-7,0,pothole
7,7,-2,pothole
10,0,-1,pothole
15,3,-4,pothole
21,5,-2,pothole
11,6,-3,pothole
-1,-5,-2,pothole
-1,-3,-5,pothole
1,5,-3,pothole
13,-14,-5,pothole
10,7,-6,pothole
7,-6,-5,pothole
4,8,-5,pothole
11,-6,-3,pothole
2,-15,-3,pothole
-2,-13,-3,pothole
0,2,-5,smooth
9,13,-2,smooth
12,7,-1,smooth
7,4,0,smooth
14,-5,3,smooth
3,-7,3,smooth
5,3,-2,smooth
20,18,1,smooth
26,7,2,smooth
-12,15,0,smooth
6,-1,5,smooth
0,-7,3,smooth
-12,-3,3,smooth
-3,2,1,smooth
26,3,0,smooth
19,19,-1,smooth
12,7,2,smooth
-7,-6,1,smooth
9,-6,-1,smooth
12,9,-2,smooth
9,3,0,smooth
2,4,-2,smooth
17,2,0,smooth
4,-9,0,smooth
6,3,-2,smooth
4,10,-3,smooth
6,8,-2,smooth
19,-3,0,smooth
11,-4,-2,smooth
10,-5,-2,smooth
7,-4,-3,smooth
3,-3,-2,smooth
7,-1,-2,smooth
5,4,-3,smooth
17,3,-1,smooth
10,-1,-2,smooth
18,-7,-4,smooth
11,-1,-5,smooth
-4,11,-7,smooth
17,-4,-3,smooth
18,7,-3,smooth
11,-5,-2,smooth
12,-1,-1,smooth
13,-4,-1,smooth
1,-8,0,smooth
10,-7,-1,smooth
0,17,-2,smooth
3,7,1,smooth
14,-4,2,smooth
11,-12,3,smooth
2,-11,3,smooth
0,17,2,smooth
12,11,0,pothole
3,-2,2,pothole
6,-5,1,pothole
7,12,-1,pothole
15,13,2,pothole
-5,9,2,pothole
11,-7,3,pothole
14,-6,2,pothole
-8,2,2,pothole
9,9,1,pothole
3,14,-1,pothole
5,4,1,pothole
9,1,2,pothole
12,0,2,pothole
12,-2,2,pothole
-6,1,-1,pothole
2,-4,1,pothole
12,10,-2,pothole
11,7,-2,smooth
-4,7,-1,smooth
1,4,-1,pothole
5,0,0,pothole
11,-4,0,pothole
12,-5,-1,pothole
15,1,-2,pothole
0,9,-4,pothole
9,18,-2,pothole
7,8,-1,pothole
9,-7,1,pothole
29,-4,2,pothole
6,-1,-1,pothole
13,-2,1,pothole
9,16,-2,pothole
6,21,-1,pothole
3,9,1,smooth
15,-11,4,smooth
11,-7,2,smooth
9,0,1,pothole
4,9,4,pothole
12,-2,4,pothole
11,-1,1,pothole
6,-3,2,pothole
7,7,-2,pothole
2,12,-1,smooth
14,15,0,smooth
10,-2,1,smooth
12,-7,0,smooth
9,-6,0,smooth
11,-1,-2,smooth
8,3,-4,pothole
6,11,-5,pothole
22,13,-3,pothole
7,7,-5,pothole
3,-4,-4,pothole
0,-1,-1,pothole
14,-10,-1,pothole
5,-9,-2,pothole
-9,-1,-3,pothole
8,3,-1,pothole
12,6,-2,pothole
6,14,-3,pothole
-8,7,-2,pothole
-2,-8,1,smooth
9,-8,1,smooth
15,-13,0,smooth
9,-7,-3,smooth
10,10,-3,smooth
10,11,-4,smooth
7,12,-2,smooth
10,9,-3,smooth
20,-6,-1,pothole
20,-11,1,pothole
6,-9,-1,pothole
3,-6,-1,pothole
0,4,-1,pothole
23,12,1,pothole
5,0,1,pothole
24,7,2,pothole
12,5,1,smooth
15,-3,6,smooth
17,-6,5,smooth
-19,-2,0,smooth
-4,8,2,pothole
19,-3,5,pothole
13,5,1,pothole
7,-2,-1,pothole
6,7,2,pothole
1,-7,1,pothole
2,0,0,pothole
18,4,-1,pothole
20,-22,2,pothole
2,-7,1,smooth
17,-21,-2,smooth
6,-10,-4,smooth
8,14,-7,pothole
16,23,-6,pothole
1,5,-3,pothole
2,-15,-1,pothole
12,-22,1,pothole
2,-24,-2,pothole
0,-2,-5,pothole
6,21,-4,pothole
10,13,-4,pothole
7,2,0,pothole
15,-8,-1,pothole
7,-11,-3,pothole
14,-6,-1,pothole
7,1,-3,pothole
9,7,-3,pothole
18,3,-2,pothole
14,1,-2,pothole
13,5,-1,pothole
5,-3,-2,pothole
16,-2,-1,pothole
-6,11,-4,pothole
7,1,1,pothole
14,0,2,pothole
-2,-4,0,pothole
2,-8,0,smooth
15,14,0,smooth
15,1,1,smooth
-1,2,2,smooth
17,0,2,smooth
3,-10,0,smooth
6,4,1,smooth
10,1,0,smooth
6,5,1,smooth
2,-3,1,smooth
6,6,0,smooth
11,3,1,smooth
25,-2,1,smooth
2,0,-1,smooth
7,4,-1,smooth
